id,first,last,num,zxs,tag
"7587","2017-03-25","2017-05-19","2","53849","190"
"7661","2016-05-01","2017-05-03","8","171026","190"
"7662","2016-05-17","2017-05-11","36","118242","190"
"7786","2017-04-17","2017-06-09","2","69532","190"
"7821","2016-09-20","2017-06-09","18","1472","190"
"7847","2016-05-03","2017-04-14","3","13752","193"
"7860","2016-05-03","2017-05-15","37","54775","190"
"7864","2016-05-03","2017-05-15","7","1472","190"
"8180","2017-03-19","2017-05-03","7","8634","190"
"8197","2016-10-20","2017-05-13","35","8634","190"
"8212","2016-10-09","2017-05-15","10","5356","192"
"8217","2016-05-05","2017-05-07","4","5130","192"
"8292","2016-05-05","2017-05-08","10","5130","192"
"8312","2017-03-01","2017-05-26","15","128203","190"
"8316","2016-05-05","2017-05-19","33","5130","192"
"8340","2016-05-05","2017-04-21","13","5130","192"
"8350","2016-05-05","2017-05-13","5","5130","192"
"8395","2016-05-05","2017-05-27","18","5130","192"
"8542","2017-05-05","2017-05-12","2","26197","190"
"8615","2016-05-26","2017-05-13","28","33433","192"
"9004","2016-05-08","2017-05-12","17","8634","190"
"9156","2016-05-10","2017-05-12","95","1568","190"
"9261","2016-05-10","2017-04-22","34","8634","190"
"9266","2017-05-22","2017-05-22","1","114260","190"
"9367","2017-05-12","2017-05-12","1","40866","190"
"9383","2016-06-16","2017-06-08","16","1568","190"
"9498","2016-12-06","2017-04-23","4","1472","190"
"9628","2016-07-19","2017-06-04","7","8634","190"
"9696","2016-05-14","2017-05-12","30","1568","190"
"9723","2017-04-19","2017-04-19","1","228592","190"
"9740","2017-05-14","2017-05-14","1","9731","192"
"9745","2016-06-23","2017-05-04","9","9711","190"
"9748","2016-05-14","2017-05-27","24","9711","190"
"9790","2016-09-02","2017-04-30","12","9711","190"
"9819","2017-04-15","2017-04-15","1","96114","190"
"9887","2016-06-25","2017-04-20","25","1472","190"
"9891","2016-05-20","2017-04-22","4","9547","190"
"9924","2016-05-19","2017-05-31","20","9547","190"
"9929","2016-05-20","2017-05-21","24","1568","190"
"10008","2016-06-21","2017-06-09","3","1568","190"
"10026","2017-04-13","2017-04-13","1","9547","190"
"10061","2016-05-15","2017-04-17","14","1568","190"
"10101","2016-09-27","2017-05-28","2","10099","192"
"10104","2016-07-04","2017-04-26","8","8050","190"
"10111","2016-09-12","2017-06-09","11","9547","190"
"10114","2016-05-19","2017-05-28","7","8050","190"
"10133","2016-07-12","2017-05-09","5","9711","190"
"10163","2016-06-19","2017-04-15","8","9711","190"
"10174","2017-05-04","2017-05-18","2","172282","190"
"10229","2017-05-25","2017-05-25","1","284626","190"
"10252","2016-10-09","2017-05-27","5","23358","190"
"10259","2016-09-15","2017-06-09","23","9711","190"
"10323","2017-02-10","2017-05-25","11","237","190"
"10374","2016-09-15","2017-04-22","3","237","190"
"10409","2016-09-13","2017-05-03","5","237","190"
"10532","2016-12-20","2017-05-14","4","237","190"
"10676","2016-06-22","2017-05-23","13","9711","190"
"10692","2017-01-07","2017-04-22","3","9547","190"
"10693","2016-05-18","2017-05-28","19","9547","190"
"10694","2016-05-20","2017-05-10","2","9547","190"
"10703","2016-05-17","2017-04-17","4","9547","190"
"10709","2016-05-19","2017-05-08","18","9547","190"
"10729","2016-05-19","2017-05-12","11","9547","190"
"10736","2017-04-25","2017-04-25","1","152539","190"
"10740","2016-06-14","2017-06-09","20","9547","190"
"10755","2016-05-18","2017-04-23","7","9547","190"
"10759","2016-05-18","2017-04-24","19","9547","190"
"10818","2017-04-13","2017-04-13","1","132013","192"
"10823","2016-09-01","2017-05-22","13","9547","190"
"10846","2016-08-11","2017-06-06","2","10804","190"
"10853","2016-05-18","2017-06-02","25","9547","190"
"10861","2016-05-18","2017-05-13","5","9711","190"
"10899","2016-05-18","2017-04-30","58","9711","190"
"10916","2017-04-07","2017-05-27","12","152445","190"
"10925","2016-05-19","2017-04-17","5","9547","190"
"10934","2016-11-22","2017-04-12","6","72993","190"
"10935","2016-11-18","2017-04-20","3","9547","190"
"10951","2016-06-01","2017-05-16","4","8050","190"
"10957","2016-05-25","2017-05-25","9","9547","190"
"10977","2016-06-22","2017-05-21","8","9711","190"
"10999","2016-10-14","2017-06-04","9","9547","190"
"11065","2017-03-06","2017-04-20","2","23414","190"
"11070","2016-05-23","2017-04-12","15","8050","190"
"11130","2016-05-19","2017-04-23","4","9547","190"
"11235","2016-08-02","2017-05-14","12","3398","192"
"11246","2017-03-16","2017-04-25","7","31426","190"
"11278","2016-09-08","2017-04-21","10","8050","190"
"11334","2017-04-13","2017-05-26","2","31426","190"
"11346","2016-05-19","2017-05-02","12","8050","190"
"11368","2016-05-20","2017-05-25","81","1568","190"
"11388","2017-03-27","2017-05-27","8","9731","192"
"11390","2016-05-19","2017-05-20","11","8050","190"
"11399","2016-09-26","2017-05-23","2","1568","190"
"11497","2016-07-02","2017-06-04","2","1472","190"
"11529","2017-05-10","2017-05-10","1","128219","190"
"11534","2016-09-08","2017-05-17","4","9547","190"
"11538","2017-04-10","2017-04-28","2","131234","190"
"11553","2016-11-14","2017-05-15","5","9547","190"
"11571","2016-05-19","2017-04-25","7","9547","190"
"11572","2016-11-20","2017-04-14","3","1568","190"
"11579","2016-05-19","2017-05-25","5","9547","190"
"11585","2016-06-08","2017-04-22","12","59","190"
"11598","2016-06-18","2017-06-09","4","1568","190"
"11681","2016-06-17","2017-05-08","11","9547","190"
"11729","2016-06-14","2017-05-22","8","1472","190"
"11737","2016-05-29","2017-05-28","63","8634","190"
"11742","2017-04-02","2017-04-22","4","1472","190"
"11754","2017-01-08","2017-05-12","9","27980","190"
"11818","2016-06-01","2017-04-28","6","9547","190"
"11831","2016-05-20","2017-05-05","10","1472","190"
"11899","2017-02-13","2017-05-14","9","1472","190"
"12374","2016-09-19","2017-05-16","18","9547","190"
"12433","2016-05-25","2017-04-19","11","1568","190"
"12452","2016-07-19","2017-05-17","44","8050","190"
"12489","2016-05-25","2017-05-07","9","1568","190"
"12525","2017-05-01","2017-06-09","5","270054","193"
"12559","2016-06-11","2017-05-11","6","1568","190"
"12625","2017-03-21","2017-05-22","4","1568","190"
"12648","2016-07-15","2017-05-28","43","36030","190"
"12723","2016-05-27","2017-06-09","26","8050","190"
"12769","2016-06-23","2017-05-23","9","3309","192"
"12836","2016-05-28","2017-05-24","29","47190","190"
"12874","2016-06-25","2017-05-16","24","69532","190"
"12987","2016-05-30","2017-04-10","16","8634","190"
"13051","2016-05-30","2017-05-28","63","1568","190"
"13100","2017-02-25","2017-05-14","3","12187","192"
"13108","2017-03-17","2017-06-04","2","77726","190"
"13117","2017-05-12","2017-05-14","3","12187","192"
"13120","2016-06-23","2017-05-11","19","1738","192"
"13147","2017-02-22","2017-05-12","12","12187","192"
"13228","2016-07-16","2017-05-15","13","5828","190"
"13248","2016-06-29","2017-06-04","12","1568","190"
"13316","2016-11-06","2017-05-07","9","9547","190"
"13335","2016-06-02","2017-06-06","6","4640","193"
"13383","2017-05-29","2017-05-29","1","145945","190"
"13436","2016-06-11","2017-05-28","7","5130","192"
"13440","2017-03-30","2017-04-27","9","145089","190"
"13509","2017-05-15","2017-05-15","1","113653","190"
"13543","2016-09-02","2017-05-28","9","47190","190"
"13558","2017-04-11","2017-04-16","2","170806","190"
"13577","2017-05-23","2017-05-23","1","1738","192"
"13581","2017-05-05","2017-05-05","1","155590","192"
"13597","2017-03-03","2017-04-21","3","19464","190"
"13681","2016-11-07","2017-04-21","4","9547","190"
"13697","2016-06-19","2017-06-04","11","9711","190"
"13731","2017-04-27","2017-04-27","1","42544","190"
"13816","2016-12-24","2017-04-25","4","57580","190"
"13848","2017-04-06","2017-05-27","4","113865","190"
"13908","2017-04-19","2017-04-28","2","160445","190"
"13925","2017-04-27","2017-04-27","1","189517","190"
"13944","2017-04-23","2017-06-01","3","246510","193"
"13949","2017-04-25","2017-04-25","1","33433","192"
"14050","2016-06-07","2017-05-14","42","26436","190"
"14112","2016-06-14","2017-05-26","13","159998","193"
"14156","2016-06-15","2017-04-14","10","13257","190"
"14197","2016-07-05","2017-04-21","18","237","190"
"14209","2016-06-08","2017-05-27","21","13257","190"
"14302","2016-06-08","2017-04-19","18","9711","190"
"14320","2016-06-08","2017-04-10","9","13257","190"
"14323","2017-04-20","2017-05-06","2","9547","190"
"14327","2016-07-16","2017-04-17","5","9711","190"
"14334","2016-11-19","2017-04-26","3","13257","190"
"14377","2016-06-30","2017-04-10","6","13257","190"
"14437","2016-06-15","2017-05-03","16","1568","190"
"14444","2016-06-11","2017-04-15","21","1568","190"
"14448","2016-06-15","2017-05-28","5","9547","190"
"14478","2017-02-16","2017-05-08","5","12187","192"
"14513","2016-11-22","2017-04-12","3","72993","190"
"14532","2016-12-06","2017-05-23","3","36030","190"
"14535","2017-05-14","2017-05-15","2","9698","190"
"14539","2017-02-28","2017-04-20","2","12187","192"
"14556","2016-08-18","2017-06-06","14","1568","190"
"14627","2017-04-26","2017-05-01","3","64629","190"
"14642","2016-09-08","2017-05-25","10","9711","190"
"14660","2016-09-12","2017-06-06","2","8050","190"
"14758","2017-05-05","2017-05-05","1","9547","190"
"14773","2016-06-14","2017-04-14","3","9547","190"
"14819","2016-06-21","2017-05-13","17","13401","190"
"14841","2017-04-14","2017-04-14","1","33792","190"
"14863","2016-06-20","2017-04-28","36","9711","190"
"14864","2017-03-22","2017-04-21","4","41290","190"
"14867","2016-06-15","2017-05-28","13","9711","190"
"14947","2016-11-20","2017-05-26","3","9547","190"
"14990","2017-03-26","2017-04-30","2","12187","192"
"15016","2016-06-14","2017-05-20","14","13257","190"
"15018","2016-09-28","2017-04-22","5","1568","190"
"15031","2016-08-11","2017-05-21","7","13257","190"
"15047","2016-07-01","2017-05-22","16","9711","190"
"15269","2016-11-28","2017-05-11","2","13401","190"
"15322","2016-11-05","2017-05-13","2","13401","190"
"15392","2016-11-08","2017-05-15","26","13401","190"
"15510","2016-06-14","2017-04-20","8","13257","190"
"15544","2016-06-16","2017-04-26","7","13257","190"
"15555","2017-04-30","2017-04-30","1","23414","190"
"15614","2017-05-16","2017-05-16","1","130525","190"
"15671","2017-05-28","2017-05-28","1","170289","190"
"15679","2017-01-04","2017-06-02","2","19464","190"
"15716","2016-06-14","2017-04-18","18","237","190"
"15801","2016-06-15","2017-04-16","6","13257","190"
"15880","2016-11-07","2017-05-23","5","1472","190"
"15942","2017-05-10","2017-06-09","2","40866","190"
"15979","2017-04-18","2017-04-18","2","71811","190"
"15995","2016-06-15","2017-06-01","12","8634","190"
"16014","2017-05-20","2017-05-20","1","46325","190"
"16030","2016-06-15","2017-05-19","17","3398","192"
"16047","2017-06-09","2017-06-09","1","157879","193"
"16052","2016-06-17","2017-06-09","8","9711","190"
"16200","2016-06-16","2017-06-09","5","1568","190"
"16261","2016-06-16","2017-04-11","6","16238","192"
"16268","2016-06-16","2017-05-13","4","16238","192"
"16274","2017-05-25","2017-05-25","1","331749","192"
"16295","2017-05-02","2017-05-02","1","180967","192"
"16299","2016-06-16","2017-04-28","13","16238","192"
"16311","2016-06-16","2017-05-29","4","16238","192"
"16339","2016-07-01","2017-06-08","23","13401","190"
"16356","2016-10-28","2017-05-04","2","9547","190"
"16363","2017-04-28","2017-04-28","1","221155","190"
"16520","2017-04-30","2017-04-30","1","13257","190"
"16537","2017-04-16","2017-06-02","8","144612","190"
"16589","2016-11-24","2017-04-13","2","13257","190"
"16729","2016-06-18","2017-05-03","2","9547","190"
"16791","2016-06-18","2017-05-22","13","1568","190"
"16810","2016-06-18","2017-04-24","23","5828","190"
"16817","2016-06-23","2017-04-19","9","16238","192"
"16826","2016-06-18","2017-05-04","17","1568","190"
"16878","2017-03-16","2017-04-21","2","9547","190"
"16892","2017-06-07","2017-06-07","1","112801","190"
"16911","2016-09-18","2017-05-13","7","21849","190"
"16916","2017-04-20","2017-04-20","1","169892","192"
"16942","2016-09-27","2017-06-07","7","1472","190"
"16999","2016-06-20","2017-04-30","5","16238","192"
"17008","2016-06-20","2017-06-05","14","14897","190"
"17009","2016-07-10","2017-04-10","4","8634","190"
"17020","2017-05-21","2017-05-21","1","306604","190"
"17027","2016-08-10","2017-05-07","5","14897","190"
"17031","2016-06-29","2017-05-12","5","16238","192"
"17035","2017-04-03","2017-05-17","2","14897","190"
"17064","2016-08-10","2017-05-21","8","14897","190"
"17101","2016-06-20","2017-05-14","46","14897","190"
"17239","2016-06-21","2017-05-07","10","17095","190"
"17260","2017-05-27","2017-05-27","1","14897","190"
"17324","2016-06-21","2017-04-16","2","17095","190"
"17357","2016-06-21","2017-06-09","7","1472","190"
"17391","2016-06-21","2017-04-12","34","17095","190"
"17410","2017-03-22","2017-05-08","8","116959","190"
"17461","2016-06-21","2017-05-15","32","17095","190"
"17487","2016-11-21","2017-05-18","18","13401","190"
"17534","2016-12-10","2017-04-16","10","70133","192"
"17538","2017-04-21","2017-05-13","5","74503","190"
"17541","2016-06-21","2017-06-08","6","17095","190"
"17627","2017-05-10","2017-05-10","1","186507","192"
"17653","2016-06-21","2017-05-13","7","13401","190"
"17654","2016-08-03","2017-05-02","5","37744","193"
"17701","2016-06-22","2017-06-01","6","9547","190"
"17917","2016-11-11","2017-05-14","6","1472","190"
"17995","2017-04-12","2017-05-09","3","225451","190"
"18017","2016-06-22","2017-05-13","6","1568","190"
"18098","2016-06-24","2017-05-27","7","9711","190"
"18102","2017-05-12","2017-05-28","4","308194","190"
"18188","2017-05-13","2017-05-13","1","23065","192"
"18255","2016-06-29","2017-05-12","23","17095","190"
"18376","2016-06-24","2017-04-28","31","17095","190"
"18415","2016-09-27","2017-05-06","7","9711","190"
"18425","2017-04-22","2017-04-22","1","170144","190"
"18440","2016-07-22","2017-04-26","18","237","190"
"18534","2016-10-25","2017-05-25","6","21632","190"
"18579","2017-01-01","2017-05-29","3","4249","192"
"18592","2016-06-25","2017-05-07","9","8634","190"
"18622","2016-06-25","2017-04-10","11","18373","190"
"18628","2016-07-13","2017-05-21","9","8634","190"
"18640","2016-06-25","2017-05-19","7","8634","190"
"18654","2017-04-12","2017-04-12","1","1568","190"
"18748","2017-05-12","2017-05-12","1","60867","192"
"18822","2016-06-25","2017-05-20","36","19464","190"
"18933","2017-03-22","2017-04-22","2","9711","190"
"19047","2016-06-27","2017-06-08","18","18373","190"
"19131","2016-09-08","2017-05-11","17","14897","190"
"19145","2017-01-09","2017-05-13","5","1568","190"
"19184","2017-04-17","2017-06-09","2","19050","192"
"19317","2017-05-10","2017-05-14","4","168335","190"
"19319","2017-04-17","2017-05-05","3","127849","190"
"19383","2017-05-17","2017-05-18","2","18679","192"
"19406","2016-12-29","2017-05-19","11","45335","190"
"19417","2016-08-29","2017-05-18","29","17095","190"
"19428","2017-04-15","2017-05-07","10","113868","190"
"19437","2016-06-28","2017-04-16","26","13401","190"
"19443","2016-08-10","2017-06-04","36","237","190"
"19466","2016-06-29","2017-06-01","22","237","190"
"19473","2016-06-29","2017-06-07","23","237","190"
"19501","2016-06-29","2017-04-21","6","17095","190"
"19531","2016-09-05","2017-05-12","3","17095","190"
"19548","2016-06-29","2017-05-27","29","237","190"
"19582","2016-07-01","2017-05-07","14","18373","190"
"19633","2016-06-29","2017-06-09","2","13257","190"
"19704","2017-04-12","2017-04-12","1","164235","190"
"19708","2017-04-27","2017-04-27","1","152539","190"
"19711","2017-03-14","2017-05-24","6","152445","190"
"19723","2017-04-22","2017-04-22","2","11623","190"
"19725","2016-06-29","2017-04-20","24","17095","190"
"19783","2016-07-02","2017-05-15","22","17095","190"
"19793","2016-09-08","2017-04-11","5","33433","192"
"19830","2017-04-22","2017-04-22","1","198903","192"
"19902","2016-06-30","2017-05-23","12","9711","190"
"19941","2016-10-12","2017-05-11","42","9711","190"
"19943","2016-06-30","2017-04-20","6","237","190"
"19953","2016-06-30","2017-05-24","8","237","190"
"19955","2016-06-30","2017-05-16","14","237","190"
"19958","2017-03-23","2017-06-08","7","237","190"
"19973","2016-06-30","2017-06-01","5","18373","190"
"19994","2016-12-23","2017-04-18","5","237","190"
"20038","2017-04-17","2017-04-19","2","97027","192"
"20133","2017-04-18","2017-04-18","1","69532","190"
"20254","2017-05-28","2017-05-28","1","224053","190"
"20278","2016-11-20","2017-05-14","16","1472","190"
"20286","2016-07-01","2017-05-10","3","8634","190"
"20294","2016-07-01","2017-04-13","3","8634","190"
"20320","2016-07-06","2017-06-09","6","237","190"
"20324","2016-10-26","2017-04-20","17","237","190"
"20325","2017-05-15","2017-05-15","1","237","190"
"20336","2016-07-01","2017-05-07","3","237","190"
"20349","2016-12-05","2017-04-22","30","4879","190"
"20354","2017-03-25","2017-04-21","3","47991","190"
"20457","2016-07-02","2017-04-14","16","17095","190"
"20464","2016-07-02","2017-05-07","3","17095","190"
"20485","2016-07-12","2017-05-21","15","9547","190"
"20511","2017-04-26","2017-04-26","1","182050","192"
"20541","2017-04-15","2017-04-15","1","220423","190"
"20544","2016-10-19","2017-05-07","11","12465","190"
"20559","2016-08-24","2017-05-21","4","12465","190"
"20689","2016-10-28","2017-05-05","10","1568","190"
"20694","2017-04-08","2017-04-15","5","47190","190"
"20751","2016-09-28","2017-05-26","2","8050","190"
"20794","2017-04-14","2017-04-14","1","8634","190"
"20800","2016-07-04","2017-04-16","2","8634","190"
"20806","2016-07-04","2017-04-16","6","8634","190"
"20813","2016-07-04","2017-05-29","8","92384","190"
"20821","2017-04-11","2017-04-11","1","175534","192"
"20823","2017-05-24","2017-05-24","1","92384","190"
"20834","2016-07-05","2017-05-12","36","10804","190"
"20855","2017-05-17","2017-05-17","1","42279","192"
"20891","2017-05-08","2017-06-06","4","161787","190"
"21055","2016-07-06","2017-05-22","5","1568","190"
"21117","2016-07-05","2017-04-10","2","237","190"
"21164","2017-05-02","2017-05-02","1","82193","190"
"21188","2016-11-20","2017-04-16","3","18373","190"
"21197","2017-06-04","2017-06-04","1","219842","190"
"21236","2016-07-05","2017-04-17","3","237","190"
"21243","2016-09-07","2017-05-29","30","237","190"
"21291","2016-07-07","2017-06-05","12","237","190"
"21377","2016-11-20","2017-04-19","2","237","190"
"21475","2017-04-15","2017-06-08","3","4350","193"
"21609","2016-07-06","2017-06-09","19","21258","190"
"21689","2017-02-28","2017-05-12","8","24740","190"
"21703","2017-03-24","2017-04-23","5","24740","190"
"21714","2016-08-23","2017-05-22","11","8634","190"
"21784","2016-12-24","2017-06-09","22","85184","190"
"21916","2017-04-19","2017-04-19","1","364","192"
"21929","2016-12-30","2017-04-26","3","13257","190"
"21930","2016-07-07","2017-05-18","36","13401","190"
"21944","2017-02-22","2017-05-26","5","10804","190"
"21954","2016-07-14","2017-05-12","8","20593","190"
"21959","2016-07-07","2017-05-13","10","20593","190"
"21961","2016-07-16","2017-05-14","14","20593","190"
"21963","2017-03-24","2017-05-13","3","169174","193"
"21978","2017-04-27","2017-04-27","1","31426","190"
"22004","2016-08-29","2017-06-08","14","10804","190"
"22005","2016-08-10","2017-04-22","31","20593","190"
"22010","2016-08-05","2017-05-13","7","20593","190"
"22024","2017-04-30","2017-04-30","1","256007","190"
"22026","2017-04-13","2017-04-13","1","167382","193"
"22030","2017-05-18","2017-05-18","1","152445","190"
"22050","2016-10-28","2017-05-17","19","8050","190"
"22083","2017-05-08","2017-05-08","1","269938","193"
"22084","2017-04-17","2017-06-08","3","97387","192"
"22147","2017-04-13","2017-04-13","1","21975","192"
"22170","2016-07-08","2017-05-08","7","16797","192"
"22194","2017-05-11","2017-05-22","2","82481","190"
"22196","2016-08-18","2017-04-22","10","17095","190"
"22219","2016-11-28","2017-05-14","3","13401","190"
"22228","2016-08-11","2017-06-07","3","20593","190"
"22235","2016-07-19","2017-05-25","32","20593","190"
"22253","2017-05-05","2017-05-05","1","82193","190"
"22259","2016-07-14","2017-06-08","23","20593","190"
"22288","2016-08-05","2017-05-18","15","16797","192"
"22302","2016-07-08","2017-06-09","46","20593","190"
"22331","2016-07-12","2017-05-09","35","19575","190"
"22335","2017-05-09","2017-05-12","3","169323","193"
"22355","2016-10-27","2017-05-02","6","19575","190"
"22398","2016-09-01","2017-05-15","4","10804","190"
"22415","2016-07-16","2017-05-17","9","19575","190"
"22416","2017-05-12","2017-05-12","1","166522","190"
"22417","2017-05-06","2017-05-06","1","281454","190"
"22422","2016-07-11","2017-05-29","24","20593","190"
"22424","2016-07-17","2017-05-31","20","20593","190"
"22484","2016-11-09","2017-04-12","3","9547","190"
"22624","2016-07-10","2017-05-20","5","9711","190"
"22637","2016-11-02","2017-04-27","3","19575","190"
"22692","2017-04-21","2017-04-21","1","237","190"
"22697","2016-07-10","2017-05-04","6","1568","190"
"22731","2016-07-11","2017-05-27","14","237","190"
"22734","2017-04-19","2017-05-04","2","237","190"
"22744","2016-07-11","2017-06-09","5","237","190"
"22854","2016-07-26","2017-05-07","5","237","190"
"22896","2016-07-29","2017-04-21","5","21968","190"
"22927","2017-04-20","2017-05-19","10","20593","190"
"22946","2016-07-13","2017-04-11","3","20593","190"
"23042","2016-11-04","2017-04-28","8","19575","190"
"23046","2016-10-29","2017-05-02","11","19575","190"
"23054","2017-05-05","2017-05-05","1","204683","190"
"23057","2017-04-23","2017-05-27","2","167526","192"
"23079","2016-07-16","2017-04-15","20","19575","190"
"23081","2016-08-13","2017-05-25","32","21258","190"
"23124","2017-05-29","2017-06-04","2","103120","190"
"23128","2016-11-25","2017-05-04","2","20593","190"
"23132","2016-10-22","2017-05-13","11","9547","190"
"23187","2016-07-15","2017-05-28","43","19575","190"
"23238","2016-07-13","2017-06-05","6","20442","190"
"23240","2016-09-28","2017-05-08","2","20442","190"
"23241","2016-08-27","2017-05-31","20","20442","190"
"23247","2016-07-15","2017-05-12","19","20442","190"
"23251","2016-08-03","2017-04-23","6","20442","190"
"23302","2017-04-15","2017-04-20","2","192837","192"
"23341","2016-07-29","2017-06-07","6","20442","190"
"23359","2016-11-18","2017-05-29","6","19575","190"
"23360","2017-04-28","2017-04-28","1","120770","190"
"23418","2016-10-11","2017-05-12","2","23358","190"
"23432","2016-11-13","2017-04-14","5","20697","192"
"23435","2016-07-29","2017-05-12","26","20697","192"
