id,product,order_id,product_id,coupon
"536016","麻辣小龙虾","887630","595","0"
"536069","丹东黄蚬","887650","492","1500"
"536068","每日坚果","887656","348","1500"
"519700","丹东黄蚬","887668","492","1500"
"109864","每日坚果","887677","348","1500"
"534372","有机绿宝石脆梨","887681","663","0"
"536091","每日坚果","887683","348","1500"
"535964","法国琥珀锅","887693","655","0"
"517062","红心火龙果","887700","326","1500"
"521358","山楂优块","887703","512","0"
"529968","海南桥沙地瓜","887706","610","0"
"536097","泰国椰青","887708","505","0"
"534860","每日坚果","887711","348","1500"
"536111","巨无霸金奇异果","887713","314","1500"
"266782","红心火龙果","887729","326","1500"
"263692","每日坚果","887730","348","1500"
"536115","华盛顿车厘子","887733","636","0"
"532538","每日坚果","887745","348","1500"
"307133","泰国椰青","887748","505","0"
"536131","手工清真牛肉酱","887767","409","0"
"489100","夹心海苔","887780","514","0"
"536112","每日坚果","887793","348","1500"
"137378","泰国椰青","887795","505","0"
"534147","山楂优块","887798","512","0"
"526796","海南桥沙地瓜","887821","610","0"
"536072","生态巢蜜","887824","346","0"
"536165","海南高山青柠檬","887825","633","0"
"536160","泰国椰青","887833","505","0"
"523151","丹东黄蚬","887841","492","1500"
"448898","裸酸奶","887848","569","1000"
"536189","湖南米粉","887864","534","0"
"487343","海南高山青柠檬","887866","633","0"
"536174","南非红西柚","887870","502","0"
"536187","丹东黄蚬","887879","492","1500"
"512912","海南高山青柠檬","887880","633","0"
"536211","红心火龙果","887910","326","1500"
"326979","海南高山青柠檬","887930","633","0"
"521432","大荔冬枣","887932","634","0"
"532801","麻辣小龙虾","887942","595","0"
"262221","世界插画大展","887977","646","0"
"175797","迁西甘栗仁","887982","577","0"
"428207","海南高山青柠檬","887991","633","0"
"524520","泰国椰青","887995","505","0"
"536256","迁西甘栗仁","887998","577","0"
"536255","夹心海苔","888006","514","1500"
"536231","柳州螺蛳粉","888009","427","0"
"530943","进口澳柑","888012","656","0"
"524491","夹心海苔","888027","514","1500"
"532663","红心火龙果","888030","326","1500"
"160817","柳州螺蛳粉","888039","427","0"
"497617","海南桥沙地瓜","888046","610","0"
"532040","夹心海苔","888051","514","1500"
"536262","丹东黄蚬","888064","492","1500"
"243781","丹东黄蚬","888075","492","1500"
"298791","泰国椰青","888081","505","0"
"529244","红心火龙果","888091","326","1500"
"337090","山核桃仁","888132","450","0"
"530502","大荔冬枣","888154","634","0"
"536332","泰国椰青","888155","505","0"
"285626","即食香螺","888171","542","0"
"535512","泰国椰青","888189","505","0"
"525897","海南高山青柠檬","888206","633","0"
"507666","海南桥沙地瓜","888223","610","0"
"498429","麻辣小海鲜","888226","566","0"
"532893","夹心海苔","888236","514","1500"
"536321","泰国椰青","888273","505","0"
"280868","麻辣小龙虾","888281","595","1000"
"536411","麻辣小龙虾","888300","595","0"
"536416","即食香螺","888308","542","0"
"455730","风味腊肠","888317","466","0"
"455730","风味腊肠","888317","466","0"
"523402","丹东黄蚬","888331","492","1500"
"519021","红心火龙果","888335","326","1500"
"536430","丹东黄蚬","888348","492","1500"
"488004","麻辣小龙虾","888355","595","0"
"526199","儿童便携水壶","888363","630","0"
"536389","红心火龙果","888373","326","1500"
"488541","防滑拖鞋","888379","667","0"
"536442","麻辣小龙虾","888381","595","0"
"489104","柳州螺蛳粉","888385","427","0"
"536453","生态鲜腐竹","888416","528","0"
"536410","阳山湖景水蜜桃","888450","640","0"
"536462","湖南米粉","888609","534","0"
"536462","湖南米粉","888609","534","0"
"477139","阳山湖景水蜜桃","888614","640","0"
"531947","阳山湖景水蜜桃","888629","640","0"
"536490","阳山湖景水蜜桃","888649","640","0"
"536492","麻辣小龙虾","888682","595","0"
"509295","阳山湖景水蜜桃","888684","640","0"
"471917","阳山湖景水蜜桃","888710","640","0"
"203699","北海红树林烤咸鸭蛋","888729","670","0"
"532457","每日坚果","888740","348","1500"
"536496","北海红树林烤咸鸭蛋","888742","670","0"
"501895","麻辣小龙虾","888752","595","0"
"536481","巨无霸金奇异果","888769","314","1500"
"531394","麻辣小龙虾","888804","595","0"
"450034","泰国椰青","888822","505","0"
"536269","丹东黄蚬","888847","492","0"
"536541","海南桥沙地瓜","888850","610","0"
"536550","海南高山青柠檬","888852","633","0"
"354752","老盐金桔柠檬粉","888854","657","0"
"536508","麻辣小龙虾","888862","595","0"
"536561","生态巢蜜","888885","346","0"
"536570","海南高山青柠檬","888896","633","0"
"463646","海南桥沙地瓜","888903","610","0"
"536182","老盐金桔柠檬粉","888912","657","0"
"431763","裸酸奶","888928","569","0"
"536600","华盛顿车厘子","888933","636","0"
"62705","海南桥沙地瓜","888937","610","0"
"533373","泰国椰青","888954","505","0"
"536610","海南桥沙地瓜","888957","610","0"
"530865","夹心海苔","888963","514","1500"
"536601","丹东黄蚬","888969","492","1500"
"123195","红心火龙果","888970","326","0"
"536603","红心火龙果","888975","326","1500"
"535603","海南高山青柠檬","888978","633","0"
"426725","北海红树林烤咸鸭蛋","888989","670","0"
"419617","麻辣小龙虾","888992","595","0"
"536613","山楂优块","888999","512","0"
"536634","北海红树林烤咸鸭蛋","889003","670","0"
"158195","巨无霸金奇异果","889006","314","1500"
"487142","丹东黄蚬","889026","492","0"
"536617","泰国椰青","889036","505","0"
"536642","丹东黄蚬","889049","492","0"
"501810","防滑拖鞋","889060","667","0"
"529277","巨无霸金奇异果","889067","314","1500"
"536673","丹东黄蚬","889088","492","0"
"523952","麻辣小龙虾","889103","595","0"
"528488","丹东黄蚬","889106","492","1500"
"410302","泰国椰青","889107","505","0"
"192463","麻辣小海鲜","889130","566","0"
"192463","麻辣小海鲜","889130","566","0"
"499931","泰国椰青","889182","505","0"
"536738","红心火龙果","889184","326","1500"
"536739","泰国椰青","889189","505","0"
"133670","麻辣小海鲜","889195","566","5000"
"536391","多功能清洁膏","889214","564","0"
"500468","丹东黄蚬","889219","492","1500"
"521060","泰国椰青","889227","505","0"
"344514","丹东黄蚬","889230","492","0"
"536777","红心火龙果","889233","326","1500"
"531131","海南高山青柠檬","889250","633","0"
"532154","夹心海苔","889271","514","1500"
"361808","海南桥沙地瓜","889277","610","0"
"130843","丹东黄蚬","889279","492","1500"
"491298","北海红树林烤咸鸭蛋","889302","670","0"
"536614","丹东黄蚬","889307","492","0"
"513012","泰国椰青","889309","505","0"
"532621","北海红树林烤咸鸭蛋","889333","670","0"
