id,time,product
9000,2017/7/8,新西兰红玫瑰苹果
9156,2017/7/11,高山东魁杨梅
9697,2017/6/30,蓝莓
9697,2017/6/22,高山东魁杨梅
9718,2017/6/27,山楂优块
9718,2017/6/27,夹心海苔
9771,2017/6/19,六鳌红蜜薯
9771,2017/6/23,麻辣小龙虾
10003,2017/6/24,泰国椰青
10003,2017/6/27,法国猪肋排
10003,2017/6/27,多功能清洁膏
10322,2017/6/21,湖南米粉
10322,2017/6/27,风干牛肉干
10322,2017/6/21,重庆小面
10322,2017/6/28,防晒小黑伞
10330,2017/6/22,椴树蜂蜜
10330,2017/6/23,风干牛肉干
10334,2017/7/10,泰国椰青
10334,2017/7/1,蓝莓
10341,2017/6/30,蓝莓
10341,2017/7/1,蓝莓
10367,2017/6/29,刘老汉薄皮吊瓜
10367,2017/6/29,泰国龙眼
10367,2017/7/3,泰国沙竹(山竹)
10367,2017/7/14,海南桥沙地瓜
10388,2017/6/27,泰国椰青
10388,2017/7/2,湖南米粉
10448,2017/7/7,进口超甜香蕉
10684,2017/6/18,巨无霸金奇异果
10684,2017/7/3,藜麦
10684,2017/6/18,美早大樱桃
10684,2017/7/10,高山东魁杨梅
10684,2017/7/3,新西兰红玫瑰苹果
10684,2017/7/10,新西兰红玫瑰苹果
10684,2017/7/10,阳山湖景水蜜桃
10709,2017/7/12,世界插画大展
10755,2017/7/14,海南桥沙地瓜
10966,2017/6/27,南非红西柚
10966,2017/6/27,德国削皮刀
10966,2017/6/30,儿童便携水壶
10966,2017/7/13,泰国椰青
11055,2017/6/26,砀山黄油桃
11084,2017/6/23,海阳网纹蜜瓜
11499,2017/6/30,海阳网纹蜜瓜
11548,2017/6/20,泰国椰青
11548,2017/7/10,泰国椰青
11654,2017/7/1,海阳网纹蜜瓜
11710,2017/6/22,泰国椰青
11823,2017/7/12,腊杆子烧鸡
12380,2017/6/27,麻辣小龙虾
12472,2017/6/17,多功能清洁膏
12773,2017/6/29,麻辣小龙虾
12773,2017/7/8,麻辣小龙虾
13212,2017/6/29,海阳网纹蜜瓜
13316,2017/7/10,泰国龙眼
13438,2017/6/23,山楂优块
13438,2017/6/23,秘制牛肝菌
13570,2017/6/29,刘老汉薄皮吊瓜
13570,2017/7/7,泰国椰青
13681,2017/7/10,山楂优块
13813,2017/6/18,丹东黄蚬
13946,2017/6/28,刘老汉薄皮吊瓜
13946,2017/7/14,刘老汉薄皮吊瓜
14005,2017/6/29,刘老汉薄皮吊瓜
14005,2017/6/29,五彩野鸡蛋
14005,2017/6/27,南极银鳕鱼(犬牙鱼)
14005,2017/6/20,手工面
14005,2017/6/27,山楂优块
14014,2017/7/6,六鳌红蜜薯
14080,2017/7/15,大荔冬枣
14195,2017/7/3,每日坚果
14197,2017/7/15,海南高山青柠檬
14245,2017/7/15,每日坚果
14245,2017/7/15,甘肃鲜枸杞
14327,2017/7/10,海阳网纹蜜瓜
14437,2017/7/11,巨无霸金奇异果
14484,2017/6/22,崂山蜜杏
14540,2017/6/20,珍珠小笼包
14661,2017/6/21,海南桥沙地瓜
14739,2017/7/3,巨无霸金奇异果
14774,2017/6/23,每日坚果
14774,2017/6/23,夹心海苔
14774,2017/6/27,儿童便携水壶
14900,2017/7/1,重庆小面
14900,2017/7/1,《海的女儿·黎明钟声》
14900,2017/7/1,《海的女儿·黎明钟声》
14900,2017/7/1,麻辣小龙虾
15654,2017/7/7,刘老汉薄皮吊瓜
15680,2017/6/20,丹东黄蚬
15721,2017/6/29,海阳网纹蜜瓜
16261,2017/7/11,山楂优块
16283,2017/7/5,海南高山青柠檬
16486,2017/6/20,南极银鳕鱼(犬牙鱼)
16490,2017/7/6,云南“黑珍珠”葡萄
16495,2017/6/23,六鳌红蜜薯
16495,2017/7/11,泰国椰青
16569,2017/6/29,海阳网纹蜜瓜
16569,2017/7/12,海阳网纹蜜瓜
16569,2017/7/16,蔗汁红糖
16826,2017/7/10,海南桥沙地瓜
16826,2017/7/15,海南桥沙地瓜
16950,2017/6/28,六鳌红蜜薯
16978,2017/7/3,刘老汉薄皮吊瓜
16995,2017/6/28,刘老汉薄皮吊瓜
16995,2017/7/7,法国猪肋排
16995,2017/6/27,生态鲜腐竹
16995,2017/6/22,美早大樱桃
17002,2017/7/7,高山东魁杨梅
17002,2017/7/6,新西兰红玫瑰苹果
17003,2017/6/27,六鳌红蜜薯
17125,2017/6/24,秘鲁牛油果
17144,2017/6/29,刘老汉薄皮吊瓜
17244,2017/6/24,秘鲁牛油果
17300,2017/6/17,生态鲜腐竹
17300,2017/6/17,蓝莓
17300,2017/6/23,麻辣小龙虾
17423,2017/6/17,秘鲁牛油果
17466,2017/6/29,海南桥沙地瓜
17466,2017/7/14,甘肃鲜枸杞
17954,2017/6/24,便携榨汁神器
17980,2017/6/29,古田鲜银耳
17980,2017/6/18,丹东黄蚬
17980,2017/6/17,山楂优块
17980,2017/6/27,生态鲜腐竹
17980,2017/6/18,蓝莓
18055,2017/6/29,刘老汉薄皮吊瓜
18255,2017/7/11,丹东黄蚬
18376,2017/7/11,刘老汉薄皮吊瓜
18376,2017/7/11,刘老汉薄皮吊瓜
18443,2017/6/23,六鳌红蜜薯
18513,2017/6/23,六鳌红蜜薯
18513,2017/6/24,便携榨汁神器
19053,2017/6/17,台农凤梨16号
19108,2017/6/23,麻辣小龙虾
19121,2017/7/7,麻辣小龙虾
19122,2017/6/18,蓝莓
19242,2017/6/24,珍珠小笼包
19324,2017/7/7,海南高山青柠檬
19433,2017/6/21,崂山蜜杏
19452,2017/7/3,六鳌红蜜薯
19452,2017/7/9,泰国龙眼
19452,2017/6/17,泰国椰青
19452,2017/6/20,泰国椰青
19452,2017/7/3,泰国椰青
19452,2017/7/9,珍珠小笼包
19452,2017/6/22,湖南米粉
19452,2017/7/7,泰国沙竹(山竹)
19452,2017/7/10,泰国沙竹(山竹)
19452,2017/7/7,高山东魁杨梅
19452,2017/6/20,青岛玲珑圣女果
19452,2017/7/1,青岛玲珑圣女果
19452,2017/7/3,海南桥沙地瓜
19452,2017/7/7,北极甜虾
19452,2017/7/12,泰国沙竹(山竹)
19452,2017/7/15,泰国沙竹(山竹)
19452,2017/7/15,泰国椰青
19479,2017/7/10,刘老汉薄皮吊瓜
19506,2017/6/30,海南桥沙地瓜
19709,2017/7/3,泰国龙眼
19725,2017/7/11,重庆小面
19872,2017/6/22,舟山带鱼
20163,2017/6/19,泰国沙竹(山竹)
20164,2017/7/7,泰国沙竹(山竹)
20164,2017/6/29,海南桥沙地瓜
20336,2017/7/12,刘老汉薄皮吊瓜
20591,2017/6/24,腊杆子烧鸡
20595,2017/6/22,高山东魁杨梅
20890,2017/7/8,海阳网纹蜜瓜
20890,2017/6/23,麻辣小龙虾
20964,2017/6/20,南非红西柚
20994,2017/6/17,手工面
20994,2017/6/17,蓝莓
21066,2017/6/29,青岛玲珑圣女果
21117,2017/7/10,原味葵花籽
21516,2017/7/3,泰国沙竹(山竹)
21522,2017/6/21,泰国椰青
21808,2017/6/22,泰国椰青
21838,2017/7/13,世界插画大展
21885,2017/6/28,福建肉燕
21956,2017/6/23,南极银鳕鱼(犬牙鱼)
21958,2017/7/12,六鳌红蜜薯
21958,2017/7/12,脆甜鲜玉米
21958,2017/7/12,舟山带鱼
21958,2017/7/12,烤制香脆大花生
22028,2017/6/28,迁西甘栗仁
22028,2017/6/23,青岛玲珑圣女果
22085,2017/7/8,生态鲜腐竹
22089,2017/6/18,巨无霸金奇异果
22089,2017/6/28,赤焰紫桃
22089,2017/7/15,南非红西柚
22089,2017/7/15,海阳网纹蜜瓜
22108,2017/6/25,纯乳脂奶油蛋糕
22170,2017/7/10,伊朗紫衣开心果
22170,2017/7/10,伊朗紫衣开心果
22306,2017/7/6,每日坚果
22387,2017/6/22,裸酸奶
22479,2017/7/7,生态鲜腐竹
22752,2017/7/12,刘老汉薄皮吊瓜
22840,2017/6/23,丹东黄蚬
22840,2017/7/7,麻辣小龙虾
22840,2017/7/8,麻辣小龙虾
22894,2017/7/4,原生竹浆本色纸
22900,2017/6/28,刘老汉薄皮吊瓜
22900,2017/6/24,丹东黄蚬
22900,2017/6/24,泰国椰青
22900,2017/6/18,蓝莓
22925,2017/6/28,刘老汉薄皮吊瓜
22925,2017/6/25,夹心海苔
22925,2017/6/21,德国皮具护理膏
22925,2017/7/12,六鳌红蜜薯
22958,2017/6/29,丹东黄蚬
23012,2017/6/17,柳州螺蛳粉
23012,2017/6/17,藜麦
23042,2017/7/10,红心火龙果
23079,2017/7/11,多功能清洁膏
23079,2017/7/11,高山东魁杨梅
23237,2017/7/3,南非红西柚
23237,2017/7/3,山楂优块
23240,2017/7/10,乐纯希腊酸奶
23245,2017/6/18,生态鲜腐竹
23245,2017/6/28,迁西甘栗仁
23247,2017/7/11,泰国椰青
23248,2017/7/10,舟山带鱼
23248,2017/6/23,南极银鳕鱼(犬牙鱼)
23248,2017/6/25,黄蜜桃
23248,2017/7/15,儿童便携水壶
23435,2017/7/12,新西兰红玫瑰苹果
23753,2017/6/29,刘老汉薄皮吊瓜
23785,2017/7/7,五彩野鸡蛋
23845,2017/6/17,秘鲁牛油果
23845,2017/6/17,烤制香脆大花生
24087,2017/6/21,古田鲜银耳
24087,2017/6/27,珍珠小笼包
24087,2017/6/27,珍珠小笼包
24099,2017/7/7,南非红西柚
24268,2017/7/10,麻辣小龙虾
24311,2017/7/3,海南桥沙地瓜
24311,2017/7/7,海南桥沙地瓜
24424,2017/7/10,丹东黄蚬
24457,2017/6/19,六鳌红蜜薯
24457,2017/6/19,海阳网纹蜜瓜
24457,2017/7/10,泰国沙竹(山竹)
24457,2017/7/10,麻辣小龙虾
24457,2017/7/12,生态鲜腐竹
24566,2017/6/30,法国猪肋排
24566,2017/7/9,湖南米粉
24566,2017/7/15,特价处理商品
24566,2017/7/15,老盐金桔柠檬粉
24586,2017/6/18,古田鲜银耳
24734,2017/6/28,刘老汉薄皮吊瓜
24757,2017/7/11,海阳网纹蜜瓜
24765,2017/7/7,六鳌红蜜薯
24872,2017/7/4,泰国沙竹(山竹)
24962,2017/7/6,巨无霸金奇异果
25188,2017/7/8,海阳网纹蜜瓜
25188,2017/6/23,云南“黑珍珠”葡萄
25188,2017/7/11,阳山湖景水蜜桃
25498,2017/7/7,泰国椰青
25498,2017/6/23,云南“黑珍珠”葡萄
25662,2017/6/29,越南百香果
25662,2017/6/22,满天星百香果
25662,2017/6/22,藜麦
25662,2017/6/29,多功能清洁膏
25662,2017/6/29,海南桥沙地瓜
25662,2017/6/29,海南桥沙地瓜
25662,2017/7/14,满天星百香果
25662,2017/7/14,满天星百香果
25775,2017/7/1,丹东黄蚬
25775,2017/7/1,生态鲜腐竹
25775,2017/7/1,湖南米粉
25775,2017/7/14,丹东黄蚬
25775,2017/7/14,麻辣小龙虾
25794,2017/7/6,山核桃仁
25849,2017/6/23,古田鲜银耳
25890,2017/6/28,裸酸奶
26395,2017/7/7,蓝莓
26406,2017/6/27,柳州螺蛳粉
26406,2017/6/23,大黄鱼
26406,2017/6/27,生态鲜腐竹
26406,2017/6/23,海阳网纹蜜瓜
26439,2017/6/23,六鳌红蜜薯
26439,2017/6/26,南非红西柚
26439,2017/7/15,海阳网纹蜜瓜
26439,2017/7/15,儿童便携水壶
26464,2017/6/29,丹东黄蚬
26464,2017/6/29,泰国椰青
26487,2017/6/27,六鳌红蜜薯
26491,2017/6/29,五彩野鸡蛋
26491,2017/6/17,蓝莓
26492,2017/7/2,越南百香果
26577,2017/6/17,蓝莓
26638,2017/6/25,鳕鱼水饺
26761,2017/7/9,安格斯牛肉
26761,2017/6/25,鳕鱼水饺
26923,2017/7/12,麻辣小龙虾
27193,2017/6/18,蓝莓
27193,2017/7/9,高山东魁杨梅
27193,2017/7/15,长绒棉毛巾
27300,2017/7/3,柳州螺蛳粉
27300,2017/7/3,南极银鳕鱼(犬牙鱼)
27300,2017/6/24,海阳网纹蜜瓜
27300,2017/7/14,北极甜虾
27310,2017/7/4,海南桥沙地瓜
27372,2017/6/29,刘老汉薄皮吊瓜
27372,2017/6/29,泰国椰青
27372,2017/6/29,海阳网纹蜜瓜
27449,2017/6/17,安格斯牛肉
27449,2017/6/25,海南桥沙地瓜
27586,2017/6/29,刘老汉薄皮吊瓜
27586,2017/7/11,高山东魁杨梅
27586,2017/6/29,北极甜虾
27586,2017/7/11,阳山湖景水蜜桃
27593,2017/7/8,传统厚片纯燕麦片
27598,2017/7/6,夹心海苔
27689,2017/6/28,刘老汉薄皮吊瓜
27689,2017/6/24,厄瓜多尔白虾
27689,2017/6/28,散养柴猪肉
27689,2017/6/28,散养柴猪肉
27732,2017/7/15,生态鲜腐竹
27804,2017/6/23,麻辣小龙虾
27842,2017/6/29,五彩野鸡蛋
27842,2017/6/17,秘鲁牛油果
27842,2017/7/6,泰国沙竹(山竹)
27959,2017/6/28,红心火龙果
27959,2017/6/28,六鳌红蜜薯
27959,2017/6/18,南非红西柚
27959,2017/6/18,海阳网纹蜜瓜
27959,2017/6/23,海阳网纹蜜瓜
27959,2017/7/8,麻辣小龙虾
27959,2017/7/8,麻辣小龙虾
28078,2017/6/17,红心火龙果
28078,2017/6/28,红心火龙果
28097,2017/7/16,泰国椰青
28097,2017/7/16,海南桥沙地瓜
28213,2017/7/4,山核桃仁
28213,2017/7/4,夹心海苔
28213,2017/6/30,法国儿童驱蚊手环
28213,2017/7/14,脆甜鲜玉米
28300,2017/7/2,南非红西柚
28300,2017/7/2,南非红西柚
28300,2017/7/4,泰国沙竹(山竹)
28300,2017/7/10,泰国沙竹(山竹)
28300,2017/6/20,崂山蜜杏
28392,2017/6/29,便携榨汁神器
28424,2017/6/23,椴树蜂蜜
28424,2017/6/22,泰国椰青
28424,2017/6/25,生态鲜腐竹
28424,2017/6/25,桂味荔枝
28424,2017/7/16,大荔冬枣
28517,2017/7/11,世界插画大展
28581,2017/6/28,阿根廷红虾
28581,2017/7/10,鳕鱼水饺
28604,2017/6/28,每日坚果
28604,2017/6/28,藜麦
28604,2017/6/29,法国猪肋排
28604,2017/7/4,山楂优块
28604,2017/6/28,夹心海苔
28604,2017/6/29,生态鲜腐竹
28604,2017/7/4,生态鲜腐竹
28604,2017/6/29,重庆小面
28607,2017/6/17,原装进口水果干
28607,2017/7/5,进口超甜香蕉
28607,2017/7/5,青岛玲珑圣女果
28918,2017/7/3,泰国椰青
29064,2017/7/14,六鳌红蜜薯
29064,2017/7/14,柳州螺蛳粉
29112,2017/7/11,巨无霸金奇异果
29245,2017/6/26,砀山黄油桃
29273,2017/6/24,麻辣小龙虾
29273,2017/6/29,麻辣小龙虾
29296,2017/6/29,麻辣小龙虾
29344,2017/7/8,麻辣小龙虾
29432,2017/6/24,六鳌红蜜薯
29462,2017/7/7,海南桥沙地瓜
29471,2017/6/27,每日坚果
29471,2017/6/27,山楂优块
29471,2017/6/27,夹心海苔
29744,2017/6/30,南极银鳕鱼(犬牙鱼)
29752,2017/7/1,法国儿童驱蚊手环
29856,2017/6/17,蓝莓
29856,2017/6/17,越南腰果
29856,2017/6/17,迁西甘栗仁
30093,2017/7/6,泰国沙竹(山竹)
30318,2017/6/29,法国儿童驱蚊手环
30318,2017/6/29,法国儿童驱蚊手环
30329,2017/6/22,大黄鱼
30329,2017/6/17,蓝莓
30329,2017/6/27,重庆小面
30329,2017/6/27,烤制香脆大花生
30329,2017/6/27,鳕鱼水饺
30483,2017/7/11,泰国椰青
30508,2017/6/29,刘老汉薄皮吊瓜
30604,2017/7/7,蓝莓
30659,2017/6/19,六鳌红蜜薯
30659,2017/6/17,秘鲁牛油果
30659,2017/6/25,泰国椰青
30659,2017/6/18,蓝莓
30659,2017/6/17,烤制香脆大花生
30659,2017/6/18,迁西甘栗仁
30659,2017/7/8,海南桥沙地瓜
30659,2017/7/8,华盛顿车厘子
30867,2017/6/22,满天星百香果
30884,2017/6/17,湖南米粉
30924,2017/6/22,生态鲜腐竹
30924,2017/6/22,生态鲜腐竹
30948,2017/7/9,泰国龙眼
30948,2017/7/9,迁西甘栗仁
30971,2017/7/7,刘老汉薄皮吊瓜
30971,2017/6/25,椴树蜂蜜
30971,2017/6/19,宁波汤圆
30971,2017/6/18,海阳网纹蜜瓜
30971,2017/6/25,迁西甘栗仁
30971,2017/6/18,海南桥沙地瓜
30971,2017/6/25,海南桥沙地瓜
30971,2017/6/29,海南桥沙地瓜
31084,2017/6/30,越南百香果
31084,2017/7/3,泰国龙眼
31084,2017/7/14,泰国沙竹(山竹)
31084,2017/7/16,泰国龙眼
31091,2017/7/8,巨无霸金奇异果
31091,2017/7/8,红心火龙果
31119,2017/7/11,高山东魁杨梅
31165,2017/6/28,法国猪肋排
31178,2017/6/23,六鳌红蜜薯
31178,2017/6/18,泰国椰青
31178,2017/6/30,海阳网纹蜜瓜
31260,2017/7/3,刘老汉薄皮吊瓜
31260,2017/7/3,海南桥沙地瓜
31266,2017/6/20,南极银鳕鱼(犬牙鱼)
31291,2017/7/6,传统厚片纯燕麦片
31293,2017/7/8,红心火龙果
31293,2017/6/27,山楂优块
31293,2017/6/26,海南桥沙地瓜
31297,2017/6/18,柳州螺蛳粉
31297,2017/6/18,丹东黄蚬
31370,2017/7/12,山核桃仁
31382,2017/6/30,泰国椰青
31382,2017/6/29,风干牛肉干
31382,2017/6/30,风干牛肉干
31411,2017/6/27,迁西甘栗仁
31420,2017/6/20,六鳌红蜜薯
31420,2017/6/20,古田鲜银耳
31537,2017/6/29,丹东黄蚬
31640,2017/7/4,安格斯牛肉
31688,2017/7/10,泰国沙竹(山竹)
31951,2017/6/27,山核桃仁
31951,2017/6/27,山楂优块
32143,2017/6/29,即食水果片
32333,2017/6/27,安格斯牛肉
32333,2017/6/27,安格斯牛肉
32333,2017/6/24,重庆小面
32333,2017/6/29,北极甜虾
32378,2017/6/25,每日坚果
32378,2017/6/25,山楂优块
32411,2017/6/25,夹心海苔
32411,2017/6/25,生态鲜腐竹
32411,2017/6/25,鳕鱼水饺
32442,2017/6/18,沁州黄小米
32442,2017/6/18,迁西甘栗仁
32447,2017/6/17,每日坚果
32447,2017/6/17,泰国椰青
32641,2017/7/6,丹东黄蚬
32651,2017/6/17,红心火龙果
32651,2017/6/26,红心火龙果
32651,2017/7/1,刘老汉薄皮吊瓜
32651,2017/6/27,南非红西柚
32651,2017/6/25,美早大樱桃
32651,2017/6/17,重庆小面
32651,2017/6/27,重庆小面
32651,2017/6/28,重庆小面
32651,2017/7/1,重庆小面
32651,2017/6/23,海阳网纹蜜瓜
32651,2017/6/29,海阳网纹蜜瓜
32651,2017/7/1,海阳网纹蜜瓜
32716,2017/6/19,泰国椰青
32735,2017/7/10,纯乳脂奶油蛋糕
32796,2017/6/27,六鳌红蜜薯
32796,2017/6/27,厄瓜多尔白虾
32935,2017/6/29,刘老汉薄皮吊瓜
32935,2017/7/3,麻辣小海鲜
32935,2017/7/3,麻辣小海鲜
32935,2017/6/22,砀山黄油桃
32935,2017/6/24,台农凤梨16号
32935,2017/6/23,麻辣小龙虾
32935,2017/7/13,阳山湖景水蜜桃
32941,2017/7/7,进口超甜香蕉
32945,2017/6/29,生态鲜腐竹
32945,2017/6/18,迁西甘栗仁
32945,2017/7/1,麻辣小龙虾
32945,2017/6/29,德国皮具护理膏
32945,2017/7/15,满天星百香果
32947,2017/7/6,生态鲜腐竹
32976,2017/6/30,红心火龙果
32976,2017/6/20,山楂优块
32976,2017/7/6,新西兰红玫瑰苹果
32976,2017/7/14,红心火龙果
32976,2017/7/14,和田玉枣
33001,2017/6/17,重庆小面
33001,2017/6/24,重庆小面
33001,2017/6/24,重庆小面
33001,2017/7/3,重庆小面
33393,2017/6/29,刘老汉薄皮吊瓜
33421,2017/7/9,山楂优块
33421,2017/7/15,海阳网纹蜜瓜
33421,2017/7/15,麻辣小龙虾
33506,2017/6/29,巨无霸金奇异果
33506,2017/7/3,山核桃仁
33506,2017/6/28,迁西甘栗仁
33506,2017/7/9,云南“黑珍珠”葡萄
33561,2017/7/6,刘老汉薄皮吊瓜
33564,2017/6/26,法国猪肋排
33564,2017/7/10,麻辣小龙虾
33729,2017/6/24,古田鲜银耳
33847,2017/6/27,阿根廷红虾
33847,2017/6/26,砀山黄油桃
33853,2017/7/6,巨无霸金奇异果
33895,2017/7/6,刘老汉薄皮吊瓜
33912,2017/7/10,阳山湖景水蜜桃
33970,2017/6/26,砀山黄油桃
34318,2017/7/7,六鳌红蜜薯
34325,2017/7/9,满天星百香果
34325,2017/6/27,传统厚片纯燕麦片
34325,2017/6/28,散养柴猪肉
34325,2017/6/28,海南桥沙地瓜
34325,2017/7/7,海南高山青柠檬
34433,2017/6/22,高山东魁杨梅
34569,2017/7/10,海阳网纹蜜瓜
34726,2017/6/17,夹心海苔
34784,2017/6/22,北极甜虾
34963,2017/7/11,麻辣小龙虾
34963,2017/7/11,海南桥沙地瓜
34963,2017/7/11,阳山湖景水蜜桃
35017,2017/6/26,美早大樱桃
35142,2017/7/10,丹东黄蚬
35183,2017/7/5,儿童便携水壶
35322,2017/6/26,黄蜜桃
35322,2017/7/16,新疆天山蜜杏
35662,2017/6/27,生态鲜腐竹
35662,2017/6/27,风干牛肉干
35662,2017/6/23,麻辣小龙虾
35681,2017/6/20,每日坚果
35681,2017/6/20,每日坚果
35681,2017/6/29,每日坚果
35681,2017/6/29,即食水果片
35681,2017/6/29,即食水果片
35681,2017/6/29,即食水果片
35681,2017/6/29,秘制牛肝菌
35681,2017/6/20,新疆切糕
35697,2017/6/26,麻辣小龙虾
35697,2017/7/14,珍珠小笼包
35697,2017/7/14,珍珠小笼包
35721,2017/6/29,南非红西柚
35721,2017/6/29,法国猪肋排
35935,2017/6/23,六鳌红蜜薯
35935,2017/6/27,古田鲜银耳
35989,2017/7/6,刘老汉薄皮吊瓜
35989,2017/7/13,刘老汉薄皮吊瓜
35989,2017/7/13,脆甜鲜玉米
35989,2017/7/15,海南桥沙地瓜
35989,2017/7/15,进口澳柑
36051,2017/7/14,甘肃鲜枸杞
36178,2017/6/27,泰国椰青
36268,2017/7/12,丹东黄蚬
36314,2017/7/14,海南桥沙地瓜
36425,2017/7/5,每日坚果
36569,2017/6/21,手工清真牛肉酱
36569,2017/6/29,泰国龙眼
36569,2017/6/27,夹心海苔
36569,2017/6/27,生态鲜腐竹
36569,2017/6/27,麻辣小龙虾
36569,2017/6/27,云南“黑珍珠”葡萄
36569,2017/6/22,北极甜虾
36569,2017/6/29,北极甜虾
36585,2017/6/22,满天星百香果
36585,2017/7/12,满天星百香果
36585,2017/7/12,满天星百香果
36634,2017/6/24,南非红西柚
36702,2017/7/3,五彩野鸡蛋
36702,2017/6/27,生态鲜腐竹
36702,2017/6/30,蓝莓
36702,2017/6/27,裸酸奶
36703,2017/6/29,生态鲜腐竹
36703,2017/6/18,砀山黄油桃
36703,2017/6/19,青岛玲珑圣女果
36748,2017/7/8,乐纯希腊酸奶
36755,2017/7/7,丹东黄蚬
36776,2017/7/14,裸酸奶
36832,2017/7/8,湖南米粉
36832,2017/7/8,湖南米粉
36832,2017/7/8,湖南米粉
36832,2017/7/1,麻辣小龙虾
36832,2017/7/8,阳山湖景水蜜桃
36836,2017/7/2,智能即热净水吧
36850,2017/6/23,海阳网纹蜜瓜
36850,2017/6/23,砀山黄油桃
36889,2017/7/5,丹东黄蚬
36937,2017/7/9,进口超甜香蕉
36992,2017/7/12,麻辣小龙虾
36994,2017/6/22,海南桥沙地瓜
37083,2017/6/21,夹心海苔
37083,2017/6/21,夹心海苔
37114,2017/6/27,六鳌红蜜薯
37114,2017/6/27,法国猪肋排
37114,2017/6/27,法国猪肋排
37129,2017/6/21,泰国椰青
37181,2017/6/17,蓝莓
37235,2017/7/10,枣想核你在一起
37380,2017/7/2,每日坚果
37380,2017/6/30,大黄鱼
37380,2017/6/30,法国猪肋排
37380,2017/6/17,海南桥沙地瓜
37380,2017/7/13,法国琥珀锅
37386,2017/7/5,泰国沙竹(山竹)
37386,2017/6/28,赤焰紫桃
37386,2017/7/14,大荔冬枣
37461,2017/7/4,原生竹浆本色纸
37549,2017/6/27,五彩野鸡蛋
37549,2017/6/27,南极银鳕鱼(犬牙鱼)
37549,2017/6/27,泰国椰青
37549,2017/7/2,麻辣小海鲜
37549,2017/7/8,麻辣小海鲜
37551,2017/7/6,生态鲜腐竹
37552,2017/7/7,腊杆子烧鸡
37563,2017/6/28,刘老汉薄皮吊瓜
37586,2017/7/12,山楂优块
37586,2017/7/12,原味葵花籽
37628,2017/6/26,红心火龙果
37628,2017/7/3,泰国龙眼
37628,2017/6/20,海阳网纹蜜瓜
