id,hour
"44954","07"
"44954","08"
"44954","11"
"44954","15"
"44955","11"
"44964","07"
"44964","09"
"44964","10"
"44967","16"
"44981","12"
"44981","13"
"44981","17"
"44982","19"
"44985","18"
"44994","20"
"45003","10"
"45003","12"
"45003","15"
"45005","15"
"45009","16"
"45015","18"
"45061","18"
"45063","10"
"45065","13"
"45082","09"
"45082","10"
"45082","12"
"45082","18"
"45082","20"
"45082","21"
"45083","20"
"45104","19"
"45120","20"
"45134","11"
"45134","14"
"45140","21"
"45148","21"
"45149","23"
"45150","19"
"45155","19"
"45165","19"
"45172","08"
"45172","10"
"45173","22"
"45175","16"
"45175","18"
"45191","09"
"45192","10"
"45201","20"
"45216","14"
"45223","09"
"45230","10"
"45230","17"
"45230","22"
"45231","10"
"45232","17"
"45242","22"
"45249","19"
"45251","13"
"45251","18"
"45254","12"
"45254","19"
"45255","09"
"45265","11"
"45269","20"
"45276","17"
"45276","21"
"45301","15"
"45301","21"
"45329","20"
"45335","09"
"45335","17"
"45335","20"
"45339","10"
"45347","20"
"45357","19"
"45360","08"
"45367","03"
"45374","08"
"45374","10"
"45374","21"
"45396","17"
"45399","15"
"45399","19"
"45403","09"
"45403","10"
"45410","19"
"45413","07"
"45413","10"
"45413","11"
"45413","15"
"45413","19"
"45413","21"
"45421","18"
"45427","12"
"45456","21"
"45457","09"
"45472","21"
"45482","18"
"45491","19"
"45491","21"
"45492","21"
"45494","07"
"45494","08"
"45494","10"
"45494","12"
"45494","17"
"45494","21"
"45500","21"
"45512","10"
"45514","14"
"45518","09"
"45520","14"
"45527","19"
"45528","20"
"45529","19"
"45529","21"
"45529","22"
"45533","00"
"45533","07"
"45533","15"
"45533","18"
"45533","20"
"45541","21"
"45547","08"
"45550","12"
"45550","22"
"45556","17"
"45571","07"
"45575","15"
"45594","19"
"45597","19"
"45607","12"
"45613","08"
"45620","07"
"45626","21"
"45637","22"
"45639","12"
"45639","22"
"45641","16"
"45645","22"
"45649","09"
"45649","17"
"45649","20"
"45652","02"
"45652","13"
"45653","16"
"45654","14"
"45655","21"
"45658","19"
"45658","20"
"45666","14"
"45673","18"
"45675","11"
"45682","17"
"45684","08"
"45684","12"
"45684","20"
"45684","21"
"45689","20"
"45701","10"
"45703","16"
"45706","07"
"45720","10"
"45726","17"
"45735","06"
"45738","10"
"45743","19"
"45748","10"
"45754","22"
"45755","16"
"45758","00"
"45775","09"
"45775","10"
"45775","22"
"45781","09"
"45781","12"
"45781","13"
"45784","09"
"45784","16"
"45789","20"
"45797","12"
"45797","14"
"45797","15"
"45803","11"
"45804","09"
"45808","10"
"45812","12"
"45812","14"
"45812","16"
"45818","21"
"45820","12"
"45820","22"
"45824","18"
"45833","09"
"45835","12"
"45837","17"
"45844","19"
"45849","15"
"45849","23"
"45852","09"
"45852","13"
"45864","12"
"45865","21"
"45878","14"
"45878","20"
"45879","10"
"45880","18"
"45881","10"
"45882","09"
"45882","11"
"45882","15"
"45885","21"
"45887","14"
"45891","16"
"45891","19"
"45895","21"
"45902","10"
"45903","20"
"45903","23"
"45912","12"
"45919","10"
"45921","20"
"45935","13"
"45969","21"
"45977","16"
"45986","10"
"45986","12"
"45986","19"
"45986","21"
"45997","11"
"45997","21"
"46000","12"
"46003","11"
"46003","15"
"46006","00"
"46006","10"
"46006","19"
"46035","10"
"46036","19"
"46045","12"
"46045","14"
"46045","15"
"46048","22"
"46076","07"
"46085","10"
"46087","11"
"46097","06"
"46116","12"
"46125","12"
"46129","16"
"46139","13"
"46139","20"
"46139","21"
"46144","21"
"46147","16"
"46147","19"
"46149","20"
"46153","22"
"46176","11"
"46176","20"
"46177","18"
"46181","17"
"46182","17"
"46184","15"
"46207","21"
"46216","10"
"46216","23"
"46223","19"
"46231","17"
"46240","21"
"46248","21"
"46253","07"
"46255","11"
"46255","21"
"46264","07"
"46264","20"
"46276","10"
"46280","10"
"46280","12"
"46285","15"
"46290","17"
"46298","14"
"46303","19"
"46304","01"
"46304","09"
"46304","10"
"46304","19"
"46308","12"
"46325","12"
"46335","21"
"46342","20"
"46342","22"
"46344","09"
"46344","10"
"46344","15"
"46351","09"
"46364","09"
"46366","20"
"46366","22"
"46372","18"
"46375","22"
"46385","10"
"46385","13"
"46385","17"
"46391","00"
"46395","06"
"46395","13"
"46493","09"
"46497","12"
"46498","16"
"46537","19"
"46559","14"
"46567","07"
"46595","10"
"46595","13"
"46607","14"
"46607","18"
"46610","22"
"46627","22"
"46633","11"
"46640","19"
"46664","08"
"46665","20"
"46666","22"
"46703","18"
"46711","19"
"46723","10"
"46723","16"
"46733","15"
"46736","10"
"46748","14"
"46758","14"
"46787","10"
"46787","20"
"46798","16"
"46802","15"
"46826","14"
"46828","17"
"46831","20"
"46833","12"
"46839","10"
"46841","21"
"46852","10"
"46856","22"
"46858","22"
"46869","00"
"46869","06"
"46869","08"
"46869","09"
"46869","10"
"46869","11"
"46869","13"
"46869","19"
"46869","20"
"46893","15"
"46918","19"
"46920","22"
"46929","08"
"46950","20"
"46959","21"
"46973","11"
"46978","11"
"46978","16"
"46978","21"
"46979","20"
"46987","10"
"46992","19"
"46995","22"
"47011","16"
"47018","10"
"47022","12"
"47023","11"
"47023","15"
"47023","22"
"47030","07"
"47047","20"
"47057","18"
"47059","10"
"47059","21"
"47060","10"
"47094","18"
"47096","12"
"47101","12"
"47132","23"
"47133","07"
"47133","22"
"47143","20"
"47146","20"
"47155","15"
"47169","09"
"47172","08"
"47172","12"
"47172","18"
"47174","01"
"47174","02"
"47174","15"
"47181","14"
"47189","16"
"47190","12"
"47190","13"
"47197","19"
"47207","10"
"47207","13"
"47207","15"
"47208","13"
"47209","21"
"47219","14"
"47235","13"
"47235","21"
"47254","11"
"47256","09"
"47256","18"
"47257","19"
"47263","11"
"47265","11"
"47265","15"
"47265","22"
"47265","23"
"47268","06"
"47268","10"
"47272","15"
"47277","11"
"47285","23"
"47302","12"
"47319","07"
"47336","10"
"47336","13"
"47350","19"
"47408","15"
"47418","12"
"47418","13"
"47426","08"
"47426","16"
"47426","18"
"47447","18"
"47462","10"
"47462","17"
"47480","10"
"47480","11"
"47480","18"
"47498","17"
"47513","20"
"47528","17"
"47528","21"
"47552","15"
"47558","17"
"47563","12"
"47565","13"
"47565","19"
"47565","22"
"47569","06"
"47569","22"
"47583","18"
"47594","09"
"47597","11"
"47629","10"
"47636","14"
"47642","17"
"47642","21"
"47645","20"
"47651","06"
"47651","20"
"47660","08"
"47660","14"
"47661","12"
"47661","14"
"47668","18"
"47686","18"
"47686","19"
"47723","06"
"47723","08"
"47723","12"
"47723","17"
"47723","18"
"47743","09"
"47755","23"
"47762","08"
"47762","09"
"47762","10"
"47762","18"
"47762","22"
"47762","23"
"47767","09"
"47767","10"
"47767","12"
"47767","20"
"47768","07"
"47770","09"
"47770","21"
"47777","17"
"47780","09"
"47781","20"
"47785","17"
"47789","12"
"47794","14"
"47796","09"
"47796","18"
"47801","20"
"47824","14"
"47825","21"
"47833","21"
"47837","09"
"47840","07"
"47840","20"
"47858","11"
"47861","08"
"47861","10"
"47873","10"
"47888","09"
"47889","13"
"47897","11"
"47903","17"
"47906","09"
"47911","12"
"47926","13"
"47932","20"
"47937","20"
"47943","16"
"47945","05"
"47950","08"
"47950","10"
"47950","18"
"47974","09"
"47990","11"
"47991","14"
"48008","10"
"48008","13"
"48031","09"
"48080","23"
"48096","08"
"48098","11"
"48114","17"
"48125","08"
"48129","07"
"48129","16"
"48129","19"
"48134","11"
"48134","18"
"48177","21"
"48189","11"
"48196","14"
"48197","01"
"48218","10"
"48225","12"
"48238","16"
"48240","21"
"48240","22"
"48242","12"
"48249","16"
"48250","11"
"48250","16"
"48251","11"
"48264","19"
"48291","23"
"48325","12"
"48333","10"
"48339","09"
"48339","19"
"48339","20"
"48345","11"
"48349","13"
"48357","15"
"48363","12"
"48364","10"
"48364","12"
"48378","22"
"48381","10"
"48381","23"
"48383","06"
"48391","22"
"48392","06"
"48392","21"
"48393","20"
"48394","09"
"48396","11"
"48396","19"
"48396","20"
"48396","22"
"48397","13"
"48399","12"
"48400","11"
"48400","12"
"48402","13"
"48413","12"
"48416","10"
"48418","22"
"48420","09"
"48427","10"
"48435","19"
"48448","13"
"48448","20"
"48449","10"
"48451","13"
"48455","12"
"48455","17"
"48456","10"
"48464","08"
"48472","11"
"48475","10"
"48475","19"
"48478","15"
"48482","22"
"48498","18"
"48499","08"
"48499","09"
"48502","12"
"48504","23"
"48519","09"
"48549","19"
"48551","17"
"48563","00"
"48563","08"
"48565","07"
"48565","09"
"48565","13"
"48565","14"
"48565","16"
"48565","20"
"48573","22"
"48581","15"
"48581","16"
"48585","17"
"48616","03"
"48616","19"
"48616","20"
"48658","11"
"48658","12"
"48675","18"
"48681","15"
"48683","14"
"48683","19"
"48696","13"
"48696","17"
"48696","20"
"48715","12"
"48733","17"
"48745","15"
"48753","18"
"48762","09"
"48762","12"
"48777","11"
"48778","17"
"48782","18"
"48786","00"
"48786","09"
"48791","08"
"48796","15"
"48797","10"
"48821","01"
"48821","20"
"48834","19"
"48843","16"
"48847","19"
"48847","20"
"48849","17"
"48860","11"
"48867","10"
"48876","18"
"48892","13"
"48892","14"
"48892","18"
"48892","22"
"48892","23"
"48909","12"
"48938","09"
"48946","09"
"48956","18"
"48964","12"
"48974","14"
"48974","20"
"48976","05"
"48976","12"
"48976","20"
"48990","09"
"48990","18"
"49003","10"
"49032","22"
"49034","10"
"49036","20"
"49036","23"
"49045","00"
"49047","20"
"49050","09"
"49058","12"
"49064","07"
"49071","18"
"49080","13"
"49099","10"
"49101","00"
"49106","10"
"49106","20"
"49107","09"
"49128","10"
"49128","12"
"49141","09"
"49141","22"
"49153","11"
"49154","13"
"49154","14"
"49154","16"
"49156","10"
"49156","12"
"49156","14"
"49156","15"
"49156","17"
"49156","19"
"49165","08"
"49165","09"
"49165","11"
"49165","20"
"49169","19"
"49182","12"
"49182","13"
"49182","19"
"49185","19"
"49199","17"
"49208","20"
"49230","08"
"49230","11"
"49242","08"
"49242","21"
"49244","08"
"49254","10"
"49258","06"
"49270","20"
"49271","11"
"49280","12"
"49280","16"
"49280","18"
"49280","20"
"49281","10"
"49299","12"
"49305","11"
"49305","12"
"49305","19"
"49346","11"
"49352","07"
"49360","00"
"49360","11"
"49360","12"
"49360","20"
"49360","23"
"49364","12"
"49364","16"
"49368","23"
"49371","20"
"49376","10"
"49377","09"
"49381","09"
"49382","18"
"49382","21"
"49385","16"
"49400","14"
"49432","14"
"49445","10"
"49459","12"
"49463","09"
"49471","21"
"49486","09"
"49513","19"
"49514","14"
"49515","09"
"49526","21"
"49533","10"
"49552","10"
"49565","22"
"49588","20"
"49588","21"
"49588","23"
"49589","22"
"49598","20"
"49599","07"
"49599","10"
"49599","13"
"49599","16"
"49599","18"
"49616","13"
"49622","11"
"49633","07"
"49636","20"
"49638","14"
"49639","10"
"49639","14"
"49639","22"
"49659","12"
"49665","10"
"49677","13"
"49679","09"
"49679","17"
"49681","19"
"49698","20"
"49707","09"
"49707","10"
"49707","11"
"49707","12"
"49707","18"
"49709","14"
"49757","09"
"49763","21"
"49769","15"
"49787","09"
"49799","19"
"49804","20"
"49822","14"
"49834","12"
"49839","11"
"49859","21"
"49860","16"
"49877","09"
"49877","13"
"49877","15"
"49877","21"
"49877","23"
"49913","08"
"49913","11"
"49913","20"
"49944","12"
"49944","17"
"49969","12"
"49972","00"
"49982","14"
"49989","11"
"49997","10"
"50000","21"
"50001","09"
"50005","12"
"50008","03"
"50016","10"
"50016","20"
"50045","10"
"50054","00"
"50054","13"
"50063","17"
"50063","19"
"50063","21"
"50076","14"
"50084","21"
"50091","23"
"50112","18"
"50137","13"
"50149","22"
"50159","20"
"50164","17"
"50202","14"
"50212","18"
"50246","22"
"50246","23"
"50262","21"
"50265","15"
"50274","23"
"50300","09"
"50300","12"
"50300","13"
"50332","05"
"50333","14"
"50333","17"
"50333","19"
"50333","22"
"50337","10"
"50340","12"
"50342","08"
"50342","10"
"50343","22"
"50343","23"
"50345","10"
"50358","22"
"50359","11"
"50375","06"
"50375","07"
"50377","13"
"50389","20"
"50390","18"
"50397","09"
"50400","09"
"50413","21"
"50414","16"
"50424","11"
"50424","14"
"50426","09"
"50433","19"
"50433","21"
"50437","10"
"50441","12"
"50454","19"
"50455","13"
"50470","08"
"50483","22"
"50485","10"
"50488","20"
"50495","08"
"50495","13"
"50501","00"
"50501","08"
"50501","15"
"50502","10"
"50503","18"
"50509","09"
"50509","18"
"50527","11"
"50544","13"
"50544","21"
"50559","12"
"50559","13"
"50559","15"
"50559","16"
"50559","22"
"50569","14"
"50580","18"
"50597","11"
"50601","18"
"50605","01"
"50605","14"
"50613","19"
"50627","22"
"50636","08"
"50649","23"
"50655","07"
"50655","21"
"50661","11"
"50663","14"
"50668","21"
"50694","10"
"50695","07"
"50705","11"
"50706","19"
"50713","11"
"50713","15"
"50745","10"
"50753","22"
"50755","07"
"50768","10"
"50768","12"
"50768","17"
"50771","10"
"50771","19"
"50781","10"
"50783","09"
"50783","13"
"50783","18"
"50792","10"
"50793","07"
"50793","16"
"50793","17"
"50801","21"
"50809","14"
"50809","16"
"50809","22"
"50869","20"
"50875","22"
"50880","10"
"50899","14"
"50899","18"
"50899","22"
"50923","09"
"50923","10"
"50923","13"
"50924","11"
"50929","13"
"50958","00"
"50958","15"
"50958","16"
"50958","19"
"50969","17"
"50969","21"
"50975","07"
"50975","18"
"50975","20"
"50976","15"
"50976","18"
"50990","11"
"51009","09"
"51020","21"
"51033","18"
"51033","21"
"51033","22"
"51036","20"
"51046","11"
"51048","14"
"51048","19"
"51049","09"
"51049","11"
"51077","15"
"51084","08"
"51087","00"
"51087","07"
"51087","08"
"51102","09"
"51102","10"
"51107","10"
"51117","09"
"51117","11"
"51117","20"
"51123","22"
"51126","13"
"51126","14"
"51126","21"
"51128","22"
"51135","12"
"51137","08"
"51137","19"
"51143","13"
"51150","14"
"51150","17"
"51150","20"
"51150","22"
"51161","20"
"51172","13"
"51177","09"
"51183","10"
"51211","09"
"51211","11"
"51211","12"
"51211","13"
"51214","20"
"51216","12"
"51227","17"
"51233","12"
"51233","21"
"51234","10"
"51234","18"
"51235","14"
"51235","15"
"51241","10"
"51259","21"
"51285","13"
"51289","10"
"51307","17"
"51311","11"
"51316","09"
"51316","10"
"51316","20"
"51357","14"
"51361","22"
"51364","00"
"51364","21"
"51376","09"
"51376","11"
"51377","00"
"51382","09"
"51382","11"
"51392","15"
"51393","13"
"51398","10"
"51410","20"
"51416","09"
"51416","10"
"51432","22"
"51437","22"
"51441","22"
"51444","16"
"51447","21"
"51451","20"
"51462","15"
"51469","22"
"51472","12"
"51492","15"
"51505","12"
"51513","12"
"51516","12"
"51521","20"
"51563","14"
"51574","10"
"51583","20"
"51593","21"
"51598","08"
"51598","16"
"51598","22"
"51613","09"
"51613","20"
"51617","08"
"51619","08"
"51619","12"
"51619","17"
"51620","14"
"51631","20"
"51644","18"
"51644","21"
"51651","18"
"51651","20"
"51656","08"
"51656","12"
"51656","17"
"51656","19"
"51669","23"
"51684","21"
"51685","11"
"51685","23"
"51693","16"
"51704","22"
"51707","08"
"51707","12"
"51707","14"
"51707","15"
"51707","20"
"51722","10"
"51722","15"
"51722","21"
"51727","22"
"51738","20"
"51741","08"
"51741","11"
"51748","22"
"51767","19"
"51767","23"
"51777","16"
"51794","08"
"51794","12"
"51794","17"
"51794","22"
"51812","14"
"51829","20"
"51830","04"
"51835","22"
"51837","20"
"51845","20"
"51849","15"
"51850","22"
"51899","13"
"51931","18"
"51931","23"
"51952","08"
"51963","18"
"51963","20"
"52007","19"
"52008","00"
"52008","12"
"52012","20"
"52017","13"
"52017","14"
"52017","18"
"52017","19"
"52024","21"
"52060","12"
"52060","22"
"52076","05"
"52091","19"
"52099","13"
"52117","23"
"52118","21"
"52128","11"
"52128","14"
"52128","17"
"52128","21"
"52146","12"
"52149","13"
"52150","18"
"52168","18"
"52171","15"
"52171","16"
"52182","17"
"52225","18"
"52225","21"
"52235","19"
"52265","22"
"52268","14"
"52268","19"
"52268","21"
"52277","21"
"52285","09"
"52290","06"
"52295","21"
"52309","20"
"52321","13"
"52327","10"
"52330","07"
"52330","13"
"52343","11"
"52343","22"
"52350","06"
"52350","18"
"52368","11"
"52373","21"
"52378","18"
"52386","13"
"52389","19"
"52421","00"
"52422","16"
"52426","08"
"52426","20"
"52428","10"
"52428","17"
"52429","12"
"52438","14"
"52444","10"
"52448","21"
"52465","15"
"52465","19"
"52468","17"
"52468","22"
"52470","08"
"52495","12"
"52536","13"
"52536","18"
"52558","13"
"52558","14"
"52558","15"
"52558","18"
"52558","19"
"52558","22"
"52558","23"
"52564","21"
"52575","13"
"52575","17"
"52576","18"
"52586","14"
"52598","20"
"52600","19"
"52607","14"
"52611","20"
"52618","09"
"52622","21"
"52639","21"
"52666","11"
"52667","10"
"52667","19"
"52716","12"
"52716","16"
"52718","07"
"52718","11"
"52718","12"
"52718","14"
"52747","18"
"52760","11"
"52760","14"
"52776","11"
"52784","08"
"52802","09"
"52822","10"
"52827","11"
"52838","14"
"52848","22"
"52858","09"
"52858","12"
"52872","08"
"52876","13"
"52909","14"
"52936","09"
"52948","01"
"52948","09"
"52955","08"
"52955","09"
"52966","16"
"52966","20"
"52972","09"
"52972","10"
"52995","10"
"53004","08"
"53005","07"
"53005","10"
"53005","16"
"53005","20"
"53023","22"
"53139","10"
"53143","11"
"53143","22"
"53165","12"
"53171","09"
"53171","20"
"53174","12"
"53174","19"
"53183","21"
"53200","18"
"53213","14"
"53213","20"
"53220","19"
"53224","10"
"53233","08"
"53233","12"
"53233","16"
"53235","21"
"53253","07"
"53253","19"
"53257","08"
"53263","10"
"53297","13"
"53298","10"
"53300","14"
"53304","21"
"53308","07"
"53308","09"
"53308","19"
"53308","20"
"53308","21"
"53311","21"
"53319","12"
"53356","16"
"53358","14"
"53364","18"
"53367","08"
"53387","15"
"53387","16"
"53387","20"
"53396","21"
"53397","01"
"53398","18"
"53416","09"
"53426","16"
"53432","15"
"53432","17"
"53432","21"
"53433","14"
"53444","10"
"53444","19"
"53444","21"
"53467","13"
"53477","15"
"53500","11"
"53512","15"
"53512","20"
"53526","15"
"53526","16"
"53546","07"
"53546","20"
"53568","19"
"53576","09"
"53576","16"
"53576","22"
"53577","23"
"53578","21"
"53584","17"
"53584","20"
"53605","09"
"53605","10"
"53605","15"
"53636","14"
"53652","17"
"53677","20"
"53677","22"
"53686","16"
"53687","11"
"53695","15"
"53711","17"
"53720","21"
"53732","21"
"53748","21"
"53755","10"
"53758","21"
"53772","20"
"53777","20"
"53787","20"
"53795","08"
"53795","12"
"53795","13"
"53841","16"
"53849","14"
"53867","10"
"53867","14"
"53867","15"
"53867","16"
"53867","19"
"53867","20"
"53867","21"
"53868","10"
"53877","08"
"53877","18"
"53901","15"
"53906","16"
"53906","21"
"53914","09"
"53914","12"
"53914","15"
"53914","16"
"53914","17"
"53914","19"
"53916","22"
"53918","20"
"53925","16"
"53925","19"
"53938","11"
"53958","12"
"53965","22"
"53967","09"
"53967","12"
"53976","00"
"53976","02"
"53988","13"
"53989","20"
"53992","11"
"54009","08"
"54009","13"
"54009","14"
"54009","15"
"54009","21"
"54009","22"
"54020","18"
"54023","13"
"54027","15"
"54027","22"
"54030","20"
"54042","09"
"54042","16"
"54049","07"
"54049","14"
"54052","17"
"54060","11"
"54060","16"
"54062","14"
"54063","07"
"54079","20"
"54098","21"
"54101","11"
"54101","16"
"54102","15"
"54102","19"
"54105","21"
"54106","09"
"54106","16"
"54109","18"
"54118","16"
"54126","21"
"54126","23"
"54137","21"
"54137","22"
"54138","12"
"54139","12"
"54158","15"
"54159","22"
"54167","21"
"54174","20"
"54176","20"
"54209","17"
"54210","14"
"54215","07"
"54217","19"
"54217","22"
"54238","21"
"54252","08"
"54253","08"
"54294","10"
"54297","23"
"54309","19"
"54320","10"
"54326","19"
"54328","21"
"54335","10"
"54360","20"
"54360","21"
"54363","05"
"54369","19"
"54373","12"
"54379","13"
"54387","16"
"54404","17"
"54425","10"
"54425","13"
"54425","19"
"54427","16"
"54432","09"
"54440","15"
"54440","22"
"54443","11"
"54457","11"
"54457","20"
"54459","19"
"54461","21"
"54482","00"
"54482","19"
"54494","18"
"54504","10"
"54523","10"
"54523","14"
"54523","20"
"54529","19"
"54529","21"
"54533","14"
"54574","08"
"54576","14"
"54602","15"
"54650","19"
"54660","20"
"54673","13"
"54689","23"
"54690","14"
"54695","16"
"54696","06"
"54724","15"
"54735","14"
"54745","08"
"54745","16"
"54745","17"
"54749","06"
"54749","08"
"54749","22"
"54750","20"
"54773","18"
"54775","08"
"54778","21"
"54814","21"
"54828","17"
"54831","13"
"54837","14"
"54838","21"
"54840","18"
"54840","20"
"54843","17"
"54850","20"
"54855","12"
"54856","22"
"54861","22"
"54877","06"
"54884","12"
"54895","11"
"54913","21"
"54914","20"
"54941","22"
"54951","15"
"54958","11"
"54958","18"
"55012","17"
"55014","23"
"55024","21"
"55048","22"
"55061","07"
"55067","10"
"55070","10"
"55089","22"
"55097","09"
"55097","17"
"55114","08"
"55125","19"
"55139","10"
"55139","20"
"55141","14"
"55177","17"
"55183","15"
"55231","10"
"55240","10"
"55264","20"
"55277","16"
"55278","11"
"55278","20"
"55299","20"
"55299","22"
"55310","08"
"55315","09"
"55315","10"
"55315","15"
"55315","16"
"55320","15"
"55323","12"
"55370","18"
"55435","13"
"55490","21"
"55502","07"
"55530","14"
"55530","16"
"55537","15"
"55552","10"
"55553","17"
"55554","11"
"55554","13"
"55554","18"
"55556","13"
"55556","18"
"55556","20"
"55560","10"
"55563","11"
"55563","19"
"55567","07"
"55567","13"
"55567","18"
"55567","19"
"55590","17"
"55597","21"
"55599","17"
"55608","13"
"55612","21"
"55613","12"
"55642","12"
"55644","10"
"55650","23"
"55652","12"
"55652","19"
"55658","15"
"55660","17"
"55670","12"
"55682","12"
"55682","15"
"55682","16"
"55686","12"
"55686","16"
"55688","12"
"55689","16"
"55690","16"
"55698","19"
"55702","13"
"55702","20"
"55702","21"
"55703","17"
"55703","20"
"55706","20"
"55706","22"
"55729","11"
"55769","22"
"55775","12"
"55775","21"
"55782","19"
"55782","20"
"55784","12"
"55784","20"
"55818","10"
"55836","12"
"55838","17"
"55838","20"
"55848","08"
"55849","15"
"55854","20"
"55866","11"
"55867","14"
"55903","08"
"55903","10"
"55908","13"
"55926","20"
"55933","15"
"55962","07"
"55962","10"
"55975","13"
"55977","17"
"55977","22"
"55987","14"
"55989","07"
"55989","22"
"55994","23"
"56001","08"
"56007","13"
"56011","10"
"56014","06"
"56014","19"
"56020","08"
"56020","22"
"56021","17"
"56021","22"
"56026","10"
"56026","20"
"56030","15"
"56030","17"
"56030","20"
"56038","21"
"56043","19"
"56048","18"
"56048","19"
"56050","10"
"56058","05"
"56065","08"
"56070","17"
"56076","08"
"56085","11"
"56086","08"
"56087","11"
"56090","20"
"56091","20"
"56101","15"
"56132","20"
"56145","14"
"56149","20"
"56151","22"
"56157","21"
"56179","22"
"56179","23"
"56181","21"
"56208","14"
"56208","21"
"56208","22"
"56222","09"
"56222","10"
"56225","13"
"56225","20"
"56227","15"
"56240","15"
"56243","13"
"56246","13"
"56246","21"
"56246","22"
"56253","17"
"56266","10"
"56266","14"
"56282","10"
"56303","11"
"56305","15"
"56334","12"
"56335","15"
"56347","21"
"56356","16"
"56358","14"
"56358","15"
"56381","21"
"56382","21"
"56408","20"
"56418","18"
"56422","22"
"56439","20"
"56448","13"
"56463","20"
"56471","00"
"56471","14"
"56471","23"
"56531","14"
"56531","20"
"56531","21"
"56533","10"
"56537","10"
"56545","08"
"56545","11"
"56549","15"
"56549","18"
"56559","10"
"56559","15"
"56567","14"
"56567","17"
"56568","10"
"56585","08"
"56585","10"
"56585","11"
"56585","12"
"56585","13"
"56585","18"
"56585","21"
"56589","10"
"56589","12"
"56589","16"
"56589","20"
"56599","15"
"56603","18"
"56613","20"
"56613","21"
"56620","20"
"56623","16"
"56628","10"
"56628","14"
"56629","13"
"56629","20"
"56632","07"
"56633","18"
"56644","07"
"56644","22"
"56661","11"
"56667","06"
"56667","09"
"56669","06"
"56669","11"
"56669","15"
"56669","16"
"56669","17"
"56669","18"
"56669","20"
"56669","22"
"56669","23"
"56671","21"
"56675","09"
"56675","18"
"56682","09"
"56682","10"
"56682","17"
"56682","18"
"56683","10"
"56684","14"
"56684","22"
"56686","09"
"56693","19"
"56693","20"
"56705","18"
"56716","11"
"56725","14"
"56725","20"
"56726","21"
"56729","09"
"56729","10"
"56731","21"
"56732","09"
"56732","12"
"56732","20"
"56735","14"
"56752","20"
"56756","16"
"56768","06"
"56768","17"
"56786","18"
"56797","11"
"56797","12"
"56799","13"
"56829","08"
"56829","16"
"56829","21"
"56846","06"
"56846","09"
"56846","17"
"56881","14"
"56882","10"
"56882","20"
"56885","13"
"56885","21"
"56895","09"
"56895","10"
"56895","16"
"56913","10"
"56920","20"
"56925","13"
"56941","18"
"56941","20"
"56945","11"
"56945","14"
"56945","22"
"56947","10"
"56956","14"
"56963","21"
"56968","12"
"56985","22"
"57010","01"
"57010","10"
"57020","11"
"57025","19"
"57025","20"
"57031","15"
"57033","12"
"57033","20"
"57041","00"
"57041","13"
"57049","09"
"57049","10"
"57058","09"
"57060","16"
"57066","08"
"57066","14"
"57102","10"
"57102","15"
"57102","19"
"57103","20"
"57106","14"
"57108","07"
"57108","11"
"57116","11"
"57116","15"
"57122","22"
"57131","08"
"57135","16"
"57137","16"
"57152","10"
"57152","13"
"57152","14"
"57152","15"
"57153","15"
"57153","16"
"57156","12"
"57180","09"
"57180","10"
"57180","19"
"57181","21"
"57182","16"
"57182","22"
"57211","10"
"57218","13"
"57249","08"
"57284","08"
"57284","09"
"57302","09"
"57302","21"
"57311","20"
"57348","23"
"57355","15"
"57355","19"
"57355","20"
"57359","15"
"57359","16"
"57359","21"
"57368","18"
"57368","21"
"57374","19"
"57375","22"
"57377","08"
"57391","14"
"57413","10"
"57414","20"
"57420","20"
"57431","09"
"57453","22"
"57483","20"
"57485","20"
"57488","23"
"57491","22"
"57493","22"
"57495","11"
"57497","20"
"57497","21"
"57508","23"
"57512","20"
"57512","22"
"57523","21"
"57524","22"
"57528","11"
"57531","20"
"57544","10"
"57544","13"
"57544","19"
"57550","02"
"57550","17"
"57568","14"
"57569","13"
"57569","22"
"57580","12"
"57584","11"
"57584","12"
"57584","19"
"57596","16"
"57602","17"
"57610","19"
"57612","10"
"57616","10"
"57616","18"
"57616","20"
"57626","11"
"57627","23"
"57642","21"
"57642","23"
"57668","20"
"57673","16"
"57685","10"
"57691","21"
"57697","18"
"57711","08"
"57711","14"
"57719","11"
"57722","23"
"57730","11"
"57730","22"
"57731","11"
"57731","17"
"57740","09"
"57740","19"
"57747","13"
"57749","20"
"57759","08"
"57759","15"
"57763","07"
"57773","12"
"57773","19"
"57782","11"
"57791","19"
"57793","17"
"57793","18"
"57793","21"
"57814","12"
"57814","17"
"57814","19"
"57831","13"
"57836","08"
"57838","13"
"57844","17"
"57846","21"
"57847","09"
"57847","11"
"57852","19"
"57856","15"
"57863","09"
"57864","08"
"57864","17"
"57882","12"
"57882","21"
"57901","00"
"57909","18"
"57914","17"
"57928","14"
"57937","16"
"57957","13"
"57969","22"
"57977","14"
"57979","00"
"57979","12"
"57979","20"
"57984","16"
"57990","18"
"57990","20"
"57996","21"
"58002","08"
"58005","15"
"58008","13"
"58022","12"
"58034","12"
"58046","08"
"58046","14"
"58046","21"
"58048","20"
"58062","10"
"58062","19"
"58082","21"
"58085","14"
"58106","22"
"58111","14"
"58142","22"
"58144","12"
"58150","05"
"58151","13"
"58155","11"
"58184","14"
"58190","21"
"58194","08"
"58200","10"
"58218","22"
"58219","12"
